MF,Fraction,mz,Retention_time,Cell_9312_A,Cell_9312_B,Cell_9312_C,Cell_9313_A,Cell_9313_B,Cell_9313_C,Vesicle_9312_1,Vesicle_9312_2,Vesicle_9312_3,Vesicle_9313_2,Vesicle_9313_1,Vesicle_9313_3
1890_CyanoOrg,CyanoOrg,259.13358,14.212,NA,NA,NA,NA,NA,NA,0.166885961,0.045019137,0.029061774,0.01744869,0.034330664,0.017733719
1891_CyanoOrg,CyanoOrg,259.13361,13.62,NA,NA,NA,NA,NA,NA,0.002558275,NA,NA,0.001282137,0.003251068,0.00131313
1898_CyanoOrg,CyanoOrg,259.20575,11.669,3.37E-04,3.29E-04,3.22E-04,0.002931524,0.002397043,3.17E-04,0.012196039,NA,0.003061774,0.004709893,0.002150868,0.001670173
1899_CyanoOrg,CyanoOrg,259.20578,11.609,5.59E-04,6.83E-04,6.01E-04,0.006050093,0.006278272,7.85E-04,0.022570941,0.010279299,0.007722151,0.009221675,0.008979304,0.005132019
1900_CyanoOrg,CyanoOrg,259.22693,10.967,5.31E-06,4.99E-06,NA,9.26E-05,1.49E-04,2.98E-05,NA,NA,NA,5.65E-04,0.000165192,1.64E-04
1928_CyanoOrg,CyanoOrg,261.24277,9.069,7.78E-06,1.24E-05,8.36E-06,5.08E-04,0.001095254,5.61E-05,NA,NA,NA,8.34E-05,NA,NA
1931_CyanoOrg,CyanoOrg,261.69003,10.567,NA,NA,NA,2.83E-05,3.46E-05,3.40E-06,NA,NA,NA,NA,NA,NA
1964_CyanoOrg,CyanoOrg,263.237,13.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001276574,0.001040336,5.19E-04
1982_CyanoOrg,CyanoOrg,264.12506,12.816,NA,NA,NA,NA,NA,NA,0.001819882,NA,NA,3.21E-04,6.64E-04,2.19E-04
1983_CyanoOrg,CyanoOrg,264.12573,13.621,NA,NA,NA,NA,NA,NA,0.007077255,0.002344178,0.001686425,0.005412888,0.011388424,0.005369735
2053_CyanoOrg,CyanoOrg,268.04852,11.713,1.25E-05,1.26E-05,1.96E-05,3.36E-05,2.42E-05,NA,NA,NA,NA,NA,NA,NA
2072_CyanoOrg,CyanoOrg,268.97824,14.584,7.55E-06,6.24E-06,1.23E-05,2.14E-05,2.85E-05,NA,NA,NA,NA,NA,NA,NA
2079_CyanoOrg,CyanoOrg,269.07678,12.496,NA,NA,NA,NA,NA,NA,0.002052353,8.47E-04,3.64E-04,0.001005315,4.77E-04,3.14E-04
2082_CyanoOrg,CyanoOrg,269.12875,8.972,3.28E-05,2.99E-05,3.32E-05,7.51E-05,8.83E-05,9.71E-06,NA,NA,NA,8.26E-05,7.45E-05,NA
2089_CyanoOrg,CyanoOrg,269.1748,10.559,5.23E-05,3.88E-05,3.81E-05,2.98E-04,1.74E-04,3.79E-05,0.026985529,0.009414744,0.006369328,0.003578411,0.00181876,0.001444346
2107_CyanoOrg,CyanoOrg,270.24289,12.131,5.55E-06,7.46E-06,NA,2.97E-05,NA,NA,0.006448717,0.002913252,0.0014092,0.001908495,7.97E-04,7.15E-04
2108_CyanoOrg,CyanoOrg,270.24307,12.951,6.31E-05,4.89E-05,5.95E-05,1.70E-04,2.75E-04,1.34E-05,0.004906,0.002388598,0.002066237,8.94E-04,0.001069616,6.17E-04
2122_CyanoOrg,CyanoOrg,271.09207,12.978,NA,NA,NA,NA,NA,NA,0.001176078,NA,NA,6.01E-04,1.41E-04,9.31E-05
2131_CyanoOrg,CyanoOrg,271.22684,12.755,5.00E-04,4.93E-04,5.74E-04,0.001062239,0.00141433,1.48E-04,0.05446749,0.018916765,0.024772177,0.004606924,0.004178928,0.002621806
2151_CyanoOrg,CyanoOrg,272.64328,9.75,9.65E-06,1.43E-05,1.43E-05,7.24E-04,5.96E-04,8.41E-05,NA,NA,NA,NA,NA,NA
2152_CyanoOrg,CyanoOrg,272.64334,9.635,NA,1.88E-06,1.28E-06,8.61E-05,6.43E-05,4.32E-06,0.013459412,0.00620717,0.001675161,0.002417249,0.003076804,0.001186812
2155_CyanoOrg,CyanoOrg,272.70074,6.134,2.29E-05,7.91E-06,6.71E-06,3.70E-05,3.75E-05,3.72E-06,NA,NA,NA,NA,NA,NA
2163_CyanoOrg,CyanoOrg,273.18518,9.501,NA,NA,NA,1.41E-04,1.02E-04,1.58E-05,NA,NA,NA,9.37E-04,8.34E-04,5.85E-04
2165_CyanoOrg,CyanoOrg,273.25363,9.771,8.95E-06,8.21E-06,NA,3.31E-05,NA,NA,NA,NA,NA,NA,NA,NA
2167_CyanoOrg,CyanoOrg,273.25778,12.049,5.27E-04,7.91E-04,6.41E-04,1.79E-04,2.23E-04,4.29E-05,NA,NA,NA,NA,NA,NA
2168_CyanoOrg,CyanoOrg,273.53473,9.813,1.32E-05,1.30E-05,9.26E-06,6.77E-05,9.94E-05,2.29E-06,NA,NA,NA,NA,NA,NA
2178_CyanoOrg,CyanoOrg,274.23804,9.03,2.03E-04,3.50E-04,1.95E-04,0.001269991,0.003001524,1.25E-04,0.019445922,0.002818922,0.001379839,0.006386376,0.009144184,0.002162173
2183_CyanoOrg,CyanoOrg,275.01611,13.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.52E-04,0.001050468,2.96E-04
2198_CyanoOrg,CyanoOrg,275.20068,9.428,5.80E-04,7.09E-04,7.67E-04,0.006261144,0.005386902,7.58E-04,0.116869922,0.050149461,0.040741317,0.019710985,0.013933728,0.010463698
2203_CyanoOrg,CyanoOrg,275.27353,10.997,1.62E-04,2.07E-04,1.02E-04,8.33E-04,5.68E-04,6.28E-05,NA,NA,NA,NA,NA,NA
2244_CyanoOrg,CyanoOrg,277.28909,13.271,1.94E-05,1.29E-05,1.58E-05,1.32E-04,1.20E-04,2.31E-05,0.023111294,0.003068703,0.006494912,0.005635478,0.001627434,0.001837332
2269_CyanoOrg,CyanoOrg,279.12271,12.975,4.02E-04,3.30E-04,2.77E-04,8.61E-04,0.001065838,8.02E-05,NA,NA,NA,NA,NA,NA
2283_CyanoOrg,CyanoOrg,279.3046,12.925,1.40E-04,9.14E-05,4.89E-05,1.36E-05,6.64E-05,4.23E-06,0.040824658,0.004676725,0.011679123,0.001094423,0.001219225,5.74E-04
2290_CyanoOrg,CyanoOrg,280.13879,13.622,NA,NA,NA,NA,NA,NA,0.001150627,NA,NA,7.73E-04,0.001659704,7.96E-04
2303_CyanoOrg,CyanoOrg,280.62952,9.75,NA,3.54E-06,2.64E-06,1.76E-04,1.15E-04,1.53E-05,NA,NA,NA,NA,NA,NA
2333_CyanoOrg,CyanoOrg,281.21094,11.722,7.73E-04,4.46E-04,3.66E-04,2.07E-04,1.65E-04,4.35E-05,0.260199843,0.227754259,0.084284005,0.004861421,0.00228702,0.001963522
2334_CyanoOrg,CyanoOrg,281.21109,12.206,7.69E-05,NA,NA,4.67E-05,6.59E-05,NA,NA,NA,NA,NA,NA,NA
2335_CyanoOrg,CyanoOrg,281.21112,11.812,1.46E-04,8.70E-05,1.20E-04,5.58E-05,9.35E-05,9.49E-06,NA,NA,NA,3.99E-04,4.60E-04,2.74E-04
2336_CyanoOrg,CyanoOrg,281.21115,11.516,NA,NA,NA,2.49E-05,2.20E-05,1.05E-05,0.00422772,0.001504255,NA,0.003169352,9.82E-04,9.67E-04
2337_CyanoOrg,CyanoOrg,281.21115,12.726,4.16E-04,3.68E-04,4.38E-04,4.08E-04,4.52E-04,3.85E-05,0.027383412,0.010180647,0.012898306,0.001105898,0.001088016,7.26E-04
2338_CyanoOrg,CyanoOrg,281.21121,12.585,0.003850173,0.00255358,0.003569899,0.001793947,0.002340189,2.76E-04,0.30752698,0.129809811,0.145632473,0.007257604,0.007425112,0.004917997
2339_CyanoOrg,CyanoOrg,281.21127,12.332,4.16E-04,3.21E-04,4.79E-04,8.46E-05,9.66E-05,7.12E-06,0.02895502,0.011551348,0.013481183,2.18E-04,2.72E-04,1.68E-04
2340_CyanoOrg,CyanoOrg,281.21143,13.001,8.70E-05,5.92E-05,6.71E-05,5.71E-05,5.97E-05,NA,0.006573765,0.003107655,0.002809624,3.53E-04,3.64E-04,2.24E-04
2348_CyanoOrg,CyanoOrg,282.13629,12.819,0.00107151,0.001728781,0.002167782,0.0017907,0.001714724,NA,0.224879124,0.038610857,0.06300201,0.041021161,0.072808006,0.025342327
2385_CyanoOrg,CyanoOrg,283.20578,14.384,NA,NA,NA,1.58E-04,1.47E-04,NA,NA,NA,NA,6.83E-04,9.00E-04,6.41E-04
2389_CyanoOrg,CyanoOrg,283.22662,11.872,NA,NA,NA,NA,NA,NA,0.074832863,0.026741051,0.022853118,0.002087168,0.001069996,0.001198704
2390_CyanoOrg,CyanoOrg,283.22665,12.432,NA,NA,NA,0.001056649,0.002002138,9.82E-05,0.014652039,0.005586415,0.004675914,0.022056513,0.02196066,0.01164979
2392_CyanoOrg,CyanoOrg,283.22668,12.718,0.011146028,0.010072475,0.012342936,0.020115996,0.021881302,0.001639747,0.807017255,0.202815984,0.31471578,0.034858569,0.045145176,0.028749991
2393_CyanoOrg,CyanoOrg,283.22672,12.007,0.001912791,8.29E-04,0.001090476,0.001656022,0.001187502,1.13E-04,0.107200196,0.066306712,0.053801774,0.009597036,0.003791084,0.004167401
2394_CyanoOrg,CyanoOrg,283.22675,11.56,2.07E-04,1.40E-04,1.43E-04,2.58E-04,3.09E-04,NA,0.047081294,0.02151717,0.020800726,0.003773431,0.002162472,0.001601889
2395_CyanoOrg,CyanoOrg,283.22675,12.169,9.63E-04,7.42E-04,8.46E-04,0.001242403,0.001978413,1.63E-04,0.046466941,0.020367008,0.019467984,0.008449294,0.006681044,0.005060481
2396_CyanoOrg,CyanoOrg,283.22678,12.922,0.013658204,0.011345135,0.012833631,0.011080102,0.014816068,0.001364439,1.050513098,0.444264124,0.464310591,0.046538919,0.03557942,0.028546009
2397_CyanoOrg,CyanoOrg,283.22681,12.782,0.039424841,0.024993467,0.031876648,0.015391762,0.023906539,0.002501498,2.871696627,1.563675472,1.45002,0.118975543,0.078268624,0.060231043
2398_CyanoOrg,CyanoOrg,283.22681,11.774,2.79E-04,2.25E-04,2.53E-04,NA,7.11E-05,NA,0.045803529,0.020028275,0.011340403,NA,NA,3.84E-04
2399_CyanoOrg,CyanoOrg,283.22687,13.193,6.72E-04,3.65E-04,5.05E-04,4.48E-04,4.95E-04,4.63E-05,0.075034471,0.037072264,0.038823952,0.005255208,0.004161108,0.00275892
2400_CyanoOrg,CyanoOrg,283.22687,11.192,1.55E-04,1.07E-04,1.08E-04,3.87E-04,2.68E-04,8.68E-05,0.029754314,0.013611509,0.009400565,0.014117056,0.003691352,0.00442492
2401_CyanoOrg,CyanoOrg,283.22696,12.34,0.001228178,7.60E-04,0.001142503,2.34E-04,2.33E-04,2.16E-05,0.06755349,0.024884528,0.029051317,0.001068584,8.22E-04,4.36E-04
2402_CyanoOrg,CyanoOrg,283.22702,11.333,1.78E-04,1.17E-04,1.30E-04,3.62E-04,3.47E-04,2.81E-05,0.017480549,0.005920404,0.006052204,0.003372279,0.00205568,0.001429478
2407_CyanoOrg,CyanoOrg,284.0018,13.161,4.31E-05,2.13E-05,4.35E-05,NA,2.45E-04,5.52E-06,0.007404549,0.001951563,0.004745833,0.001100812,5.43E-04,4.82E-04
2408_CyanoOrg,CyanoOrg,284.00354,12.134,8.21E-06,8.81E-06,NA,1.42E-05,6.66E-05,4.05E-06,0.010633542,0.005062342,0.00200661,0.003337284,9.60E-04,0.001129479
2409_CyanoOrg,CyanoOrg,284.00394,12.953,1.29E-04,9.02E-05,7.81E-05,9.20E-05,3.43E-04,3.15E-05,0.0069804,0.001638267,0.007063165,0.002648891,0.001527297,0.001258775
2425_CyanoOrg,CyanoOrg,284.21338,14.246,4.82E-05,3.09E-05,5.17E-05,8.16E-05,1.36E-04,1.53E-05,NA,NA,NA,NA,NA,NA
2426_CyanoOrg,CyanoOrg,284.21356,14.291,7.35E-05,6.36E-05,5.98E-05,1.26E-04,2.54E-04,NA,NA,NA,NA,NA,0.006202122,0.002946123
2446_CyanoOrg,CyanoOrg,285.20102,12.951,2.18E-04,1.68E-04,2.00E-04,7.46E-04,7.42E-04,8.76E-05,NA,NA,NA,NA,NA,NA
2448_CyanoOrg,CyanoOrg,285.24213,11.722,0.028533936,0.019439511,0.022447646,0.036665479,0.052693635,0.005395624,10.02303812,4.814642803,4.253596989,1.001061279,0.516486432,0.477247901
2449_CyanoOrg,CyanoOrg,285.24216,11.405,NA,NA,NA,NA,NA,NA,1.40782698,0.758051752,0.501026559,0.260676792,0.102995288,0.109009235
2450_CyanoOrg,CyanoOrg,285.24216,12.135,0.047827236,0.034608594,0.020472247,0.098197058,0.104018978,0.02202381,16.24289758,7.689965266,4.23031456,5.318530326,1.935439154,1.778455797
2451_CyanoOrg,CyanoOrg,285.24219,13.42,NA,0.001836904,0.002447027,0.007617503,NA,NA,1.354151146,0.178211972,0.423632822,0.867022161,0.446186051,0.353452992
2452_CyanoOrg,CyanoOrg,285.24219,12.383,0.009635035,0.006462899,0.007695675,0.030574325,0.0560704,0.004557455,0.835665804,0.489997628,0.344694651,0.484856893,0.365140896,0.29580121
2453_CyanoOrg,CyanoOrg,285.24225,12.783,0.059116306,0.036421844,0.047042806,0.02384177,0.035902794,0.003820259,4.747260549,2.421482695,2.229425591,0.239054457,0.151266688,0.117843333
2454_CyanoOrg,CyanoOrg,285.24225,12.952,0.194006305,0.14365393,0.171290608,0.47643478,0.621259087,0.06824749,16.6210422,7.059307385,8.695095914,2.951604305,2.642732288,1.753287506
2455_CyanoOrg,CyanoOrg,285.24225,12.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366427046,0.207876288,0.178827667
2457_CyanoOrg,CyanoOrg,285.24228,11.493,0.01514497,0.011256655,0.012121049,0.084091216,0.084073052,0.007853734,1.415800157,0.662947062,0.628832688,0.838419817,0.492015072,0.396608642
2458_CyanoOrg,CyanoOrg,285.24231,13.158,0.137405017,0.098353359,0.12544534,0.238095289,0.365877972,0.032027703,14.05928157,6.968458437,8.88592086,2.615956629,1.994025984,1.428108642
2459_CyanoOrg,CyanoOrg,285.24234,11.227,5.93E-04,3.58E-04,2.58E-04,0.001834891,0.001253213,2.49E-04,0.200864706,0.09015035,0.037912849,0.035073523,0.018027872,0.013958284
2460_CyanoOrg,CyanoOrg,285.24237,9.749,6.91E-05,8.68E-05,9.17E-05,0.00329197,0.002437254,3.21E-04,0.213015294,0.185902453,0.024047392,0.004081528,0.036017392,0.00822179
2461_CyanoOrg,CyanoOrg,285.24237,11.008,1.78E-04,1.28E-04,9.96E-05,3.97E-04,NA,NA,0.065789725,0.032721078,0.014023575,0.015910766,0.006528464,0.002323889
2462_CyanoOrg,CyanoOrg,285.2424,9.632,5.87E-05,7.49E-05,8.70E-05,0.001636529,0.001078592,9.16E-05,0.05053898,0.026884259,0.007858978,0.008842635,0.010100024,0.004424836
2463_CyanoOrg,CyanoOrg,285.2424,9.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.99E-04,8.66E-04,NA
2464_CyanoOrg,CyanoOrg,285.2424,11.342,0.015748336,0.010583353,0.011793482,NA,NA,NA,0.731262275,0.267002345,0.322295618,NA,NA,NA
2466_CyanoOrg,CyanoOrg,285.24243,10.684,NA,NA,NA,NA,NA,NA,0.20266698,0.140147062,0.048172849,0.082174949,0.042428152,0.029967926
2467_CyanoOrg,CyanoOrg,285.24243,12.583,0.010413131,0.006761892,0.009293844,0.006493859,0.008818135,9.84E-04,0.939126275,0.38292442,0.451175806,NA,NA,NA
2469_CyanoOrg,CyanoOrg,285.24249,10.571,3.64E-04,3.14E-04,2.92E-04,0.002294572,0.00137628,2.72E-04,0.207368627,0.066037143,0.040645403,0.026166822,0.01342,0.010613383
2470_CyanoOrg,CyanoOrg,285.24258,10.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001886726,6.12E-04,NA
2471_CyanoOrg,CyanoOrg,285.24258,11.119,4.36E-04,3.88E-04,3.07E-04,0.002596193,0.00149798,3.48E-04,0.170794471,0.065370674,0.03962922,0.03101332,0.013880728,0.011839198
2472_CyanoOrg,CyanoOrg,285.24265,8.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001348431,6.59E-04,5.39E-04
2477_CyanoOrg,CyanoOrg,285.32996,12.134,NA,NA,NA,NA,NA,NA,0.007645529,0.004481779,6.06E-04,0.00119865,5.58E-04,5.08E-04
2478_CyanoOrg,CyanoOrg,285.49573,12.951,4.44E-05,2.13E-05,3.67E-05,9.10E-05,1.79E-04,1.29E-05,0.003028078,0.002405013,0.001861102,8.32E-04,7.01E-04,0.000307148
2479_CyanoOrg,CyanoOrg,285.65115,10.029,6.39E-06,1.14E-05,7.86E-06,1.59E-05,2.40E-05,2.73E-06,0.009005765,0.00349504,0.00117871,3.18E-04,4.20E-04,1.82E-04
2491_CyanoOrg,CyanoOrg,286.48886,12.953,NA,NA,NA,NA,NA,NA,0.008476941,0.00210558,0.006045349,0.001803934,0.001444464,0.001045478
2492_CyanoOrg,CyanoOrg,286.48886,12.13,7.67E-06,9.14E-06,NA,1.55E-05,2.03E-05,4.25E-06,0.011477828,0.005082107,0.001998636,0.003240205,6.91E-04,0.001120811
2493_CyanoOrg,CyanoOrg,286.65897,10.459,NA,NA,NA,6.31E-05,7.48E-05,8.30E-06,0.002913294,0.003350863,8.43E-04,1.66E-04,8.43E-04,2.14E-04
2504_CyanoOrg,CyanoOrg,287.20081,8.536,NA,NA,NA,NA,NA,NA,0.008448235,0.003930539,0.002733817,0.001943497,0.001177312,9.66E-04
2511_CyanoOrg,CyanoOrg,288.13632,14.368,1.30E-05,3.95E-05,2.89E-05,5.95E-04,0.001135831,7.66E-06,0.001177686,NA,NA,8.69E-04,0.002291984,5.61E-04
2523_CyanoOrg,CyanoOrg,289.14392,13.621,0.001623629,0.002247021,0.0036083,0.029823149,0.038779562,1.49E-04,0.486225176,0.127014097,0.110349059,0.25803931,0.5555664,0.252976198
2532_CyanoOrg,CyanoOrg,289.25262,10.092,0.001423827,0.00136314,6.99E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
2533_CyanoOrg,CyanoOrg,289.25272,10.856,3.33E-04,2.98E-04,1.83E-04,1.22E-05,4.11E-05,7.48E-06,NA,NA,NA,NA,NA,NA
2534_CyanoOrg,CyanoOrg,289.25275,10.486,4.45E-04,5.15E-04,2.32E-04,NA,4.75E-05,3.11E-06,NA,NA,NA,NA,NA,NA
2538_CyanoOrg,CyanoOrg,290.03113,10.8,1.43E-05,1.64E-05,6.50E-06,4.78E-05,1.01E-04,5.50E-06,NA,NA,NA,NA,NA,NA
2574_CyanoOrg,CyanoOrg,291.26816,12.051,0.003641627,0.001761352,0.001494955,3.15E-05,4.68E-05,3.87E-06,0.042915762,0.009420634,0.017686992,5.71E-04,3.29E-04,1.37E-04
2601_CyanoOrg,CyanoOrg,293.22641,12.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06E-04,NA
2644_CyanoOrg,CyanoOrg,295.20538,10.756,1.60E-05,2.60E-05,2.07E-05,1.58E-04,1.45E-04,4.17E-05,0.007924235,0.001994178,0.001653817,0.001811706,0.001728972,0.001002685
2646_CyanoOrg,CyanoOrg,295.22672,12.766,3.42E-04,2.76E-04,3.52E-04,4.78E-04,6.17E-04,5.53E-05,0.030775137,0.011307385,0.01464879,0.001843863,0.002025336,0.001244324
2649_CyanoOrg,CyanoOrg,295.29947,13.27,1.12E-04,6.44E-05,6.84E-05,5.81E-04,5.63E-04,1.07E-04,0.108909496,0.016934241,0.030423997,0.027553561,0.007982781,0.009481706
2673_CyanoOrg,CyanoOrg,297.08243,14.587,1.49E-04,9.98E-05,1.35E-04,2.61E-04,5.22E-04,3.14E-05,NA,NA,NA,4.67E-04,NA,NA
2677_CyanoOrg,CyanoOrg,297.08249,14.948,6.33E-05,4.30E-05,5.67E-05,1.11E-04,2.31E-04,NA,NA,NA,NA,NA,NA,NA
2691_CyanoOrg,CyanoOrg,297.14133,12.656,7.58E-05,1.47E-04,1.37E-04,3.84E-04,5.17E-04,NA,0.012569361,0.001479748,0.00425383,0.002184569,0.007086057,0.002862711
2692_CyanoOrg,CyanoOrg,297.14148,12.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43E-04,0.001441339,4.80E-04
2694_CyanoOrg,CyanoOrg,297.20587,11.949,1.01E-04,7.86E-05,8.61E-05,1.00E-04,NA,3.55E-06,0.066032196,0.035459892,0.015264624,0.002493863,9.09E-04,0.00100071
2698_CyanoOrg,CyanoOrg,297.24234,12.976,0.001221629,7.63E-04,9.66E-04,4.61E-04,6.76E-04,9.69E-05,0.109319137,0.062522642,0.064509274,0.005448102,0.003118696,0.002390216
2700_CyanoOrg,CyanoOrg,297.24243,13.105,2.21E-04,2.06E-04,2.31E-04,1.73E-04,2.80E-04,2.17E-05,0.018959137,0.008198005,0.008571156,0.001062548,7.88E-04,6.58E-04
2701_CyanoOrg,CyanoOrg,297.24249,12.901,1.29E-04,1.31E-04,1.54E-04,1.70E-04,1.89E-04,1.44E-05,0.012261059,NA,0.004015376,NA,5.15E-04,3.51E-04
2702_CyanoOrg,CyanoOrg,297.24252,12.733,2.57E-04,1.91E-04,2.53E-04,1.69E-04,1.87E-04,2.11E-05,0.020826078,0.007929191,0.008459866,5.41E-04,6.22E-04,3.47E-04
2709_CyanoOrg,CyanoOrg,297.31506,11.936,6.44E-04,5.49E-04,3.86E-04,1.40E-04,1.19E-04,1.85E-05,0.196234667,0.063828976,0.035177231,0.001691411,0.001831768,0.001023938
2713_CyanoOrg,CyanoOrg,298.09198,12.742,NA,NA,NA,2.79E-05,1.78E-05,6.80E-06,0.002776314,0.001005795,NA,0.001502766,6.41E-04,5.25E-04
2731_CyanoOrg,CyanoOrg,298.2742,10.837,0.001131556,9.90E-04,6.89E-04,0.01079736,0.008404869,0.001049098,NA,NA,NA,NA,NA,NA
2734_CyanoOrg,CyanoOrg,298.31042,11.328,9.83E-05,1.01E-04,1.35E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
2744_CyanoOrg,CyanoOrg,299.08728,12.754,NA,9.85E-06,4.68E-06,1.45E-04,1.33E-04,2.24E-05,0.024793176,0.008542453,0.00587586,0.008851452,0.00408358,0.00306283
2756_CyanoOrg,CyanoOrg,299.22171,12.18,1.54E-04,1.89E-04,1.61E-04,1.49E-04,NA,NA,0.033528039,0.008983693,0.008086344,4.53E-04,4.38E-04,3.46E-04
2757_CyanoOrg,CyanoOrg,299.22183,12.323,2.38E-04,2.72E-04,2.11E-04,1.75E-04,1.76E-04,NA,0.040729294,0.01038628,0.008844946,0.001048228,6.87E-04,5.91E-04
2759_CyanoOrg,CyanoOrg,299.25793,11.666,4.74E-04,3.59E-04,3.91E-04,0.001580549,0.001885143,1.77E-04,0.049991725,0.022595714,0.02011629,0.014555081,0.010355608,0.006901799
2760_CyanoOrg,CyanoOrg,299.25793,12.351,2.19E-04,1.73E-04,1.42E-04,4.38E-04,5.36E-04,9.10E-05,0.090648078,0.048887439,0.016800215,0.01609333,0.005828636,0.004913747
2761_CyanoOrg,CyanoOrg,299.25797,11.91,4.39E-04,3.31E-04,1.98E-04,2.52E-04,4.02E-04,3.35E-05,0.230017333,0.068847574,0.083607016,0.01294402,0.008038772,0.006873355
2762_CyanoOrg,CyanoOrg,299.25806,13.136,5.84E-04,5.03E-04,5.43E-04,0.001324367,0.001699173,1.74E-04,0.055918706,0.028149865,0.030556989,0.008096497,0.00802302,0.004990105
2766_CyanoOrg,CyanoOrg,299.25818,13.342,7.28E-04,5.62E-04,0.000824305,3.68E-04,7.49E-04,5.96E-05,0.097095255,0.037971402,0.062715887,0.017585223,0.014002896,0.008489377
2778_CyanoOrg,CyanoOrg,300.19897,4.389,0.00351085,0.001738715,0.002648856,0.02005276,NA,NA,NA,NA,NA,NA,NA,NA
2783_CyanoOrg,CyanoOrg,300.28976,11.799,2.12E-04,2.31E-04,2.56E-04,0.001075703,0.001282468,6.19E-05,0.009921882,0.002371267,0.002595376,0.001695279,0.00232188,0.001289935
2793_CyanoOrg,CyanoOrg,301.11829,13.282,NA,NA,NA,1.04E-05,NA,2.50E-06,0.001371086,5.24E-04,NA,7.57E-04,2.86E-04,3.62E-04
2800_CyanoOrg,CyanoOrg,301.20084,11.64,NA,NA,NA,NA,NA,NA,0.021744701,0.003836989,0.007237485,NA,NA,NA
2802_CyanoOrg,CyanoOrg,301.21628,11.765,1.04E-05,2.47E-05,1.73E-05,0.014067699,0.016404296,0.001350194,NA,NA,NA,0.002646995,0.013376976,0.002783802
2803_CyanoOrg,CyanoOrg,301.21634,11.572,NA,NA,NA,6.87E-04,5.76E-04,5.55E-05,NA,NA,NA,NA,NA,NA
2804_CyanoOrg,CyanoOrg,301.21634,10.326,1.96E-04,2.24E-04,2.62E-04,0.002331682,0.001652567,2.95E-04,0.042422706,0.017879111,0.014609946,0.00787436,0.006273768,0.004371164
2805_CyanoOrg,CyanoOrg,301.2164,10.236,2.05E-05,2.23E-05,2.75E-05,1.81E-04,2.00E-04,1.33E-05,0.005031725,0.003074367,0.002452312,8.14E-04,6.86E-04,4.94E-04
2806_CyanoOrg,CyanoOrg,301.21661,8.843,NA,NA,NA,1.61E-04,1.86E-04,NA,NA,NA,NA,NA,NA,NA
2807_CyanoOrg,CyanoOrg,301.23761,9.281,1.54E-05,1.89E-05,3.09E-05,8.89E-05,6.94E-05,NA,0.004605137,0.001751563,0.001239704,NA,1.58E-04,NA
2811_CyanoOrg,CyanoOrg,301.31015,12.477,4.07E-06,1.93E-05,2.84E-05,NA,NA,NA,0.006561843,NA,0.001703575,NA,NA,NA
2834_CyanoOrg,CyanoOrg,303.23196,11.893,NA,NA,NA,6.25E-04,6.50E-04,5.06E-05,NA,NA,NA,NA,NA,NA
2835_CyanoOrg,CyanoOrg,303.25278,11.729,9.88E-04,6.42E-04,8.14E-04,0.001425463,0.00206732,1.89E-04,0.365602431,0.153759892,0.161313871,0.040851761,0.021097872,0.019667287
2836_CyanoOrg,CyanoOrg,303.25284,11.7,9.88E-04,6.42E-04,8.14E-04,0.001425463,0.002124292,NA,0.365602431,0.153759892,0.161313871,0.040851761,0.020892096,0.019667287
2837_CyanoOrg,CyanoOrg,303.2529,12.135,NA,NA,NA,NA,NA,NA,0.145896157,0.085588275,0.034134946,0.031374447,0.01390622,0.012193123
2838_CyanoOrg,CyanoOrg,303.25293,11.493,6.39E-04,4.66E-04,5.46E-04,0.00371587,0.004035202,3.46E-04,0.061614353,0.029006173,0.028975323,0.040193954,0.023080588,0.019042148
2839_CyanoOrg,CyanoOrg,303.25293,9.749,1.39E-04,1.62E-04,1.88E-04,0.006555318,0.005070611,6.54E-04,0.409722431,0.362527655,0.044039086,0.007170086,0.07212116,0.015973173
2840_CyanoOrg,CyanoOrg,303.25296,9.633,1.31E-04,1.21E-04,1.35E-04,0.002667167,0.001721622,1.59E-04,0.070126863,0.038676685,0.010526747,0.01326198,0.015276736,0.006484765
2841_CyanoOrg,CyanoOrg,303.25302,11.342,0.001023047,6.92E-04,7.99E-04,1.39E-04,1.32E-04,1.04E-05,0.050993137,0.021624097,0.024721398,NA,9.96E-04,NA
2842_CyanoOrg,CyanoOrg,303.25305,10.683,NA,NA,NA,NA,NA,NA,0.016962275,0.011743073,0.003845887,0.007795645,0.003764656,0.002879238
2843_CyanoOrg,CyanoOrg,303.25305,12.953,0.001321072,9.84E-04,0.001180821,0.003512586,0.004579841,4.92E-04,0.115516235,0.051542345,0.059853414,0.02123703,0.019555388,0.012590309
2844_CyanoOrg,CyanoOrg,303.25305,9.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65E-04,5.71E-04,3.87E-04
