MF,Fraction,mz,Retention_time,Cell_9312_A,Cell_9312_B,Cell_9312_C,Cell_9313_A,Cell_9313_B,Cell_9313_C,Vesicle_9312_1,Vesicle_9312_2,Vesicle_9312_3,Vesicle_9313_2,Vesicle_9313_1,Vesicle_9313_3
2845_CyanoOrg,CyanoOrg,303.25305,9.175,NA,NA,NA,1.81E-04,1.47E-04,NA,NA,NA,NA,0.001012609,0.00161166,4.94E-04
2846_CyanoOrg,CyanoOrg,303.25314,8.591,NA,NA,NA,NA,NA,NA,0.005276314,NA,0.001526398,0.001816497,9.18E-04,7.05E-04
2850_CyanoOrg,CyanoOrg,304.06027,13.477,NA,NA,NA,1.33E-05,6.64E-06,3.34E-06,0.001401804,6.90E-04,NA,4.74E-04,2.14E-04,2.12E-04
2855_CyanoOrg,CyanoOrg,304.29996,11.475,1.04E-04,1.05E-04,8.57E-05,2.70E-04,3.08E-04,0.004193402,NA,NA,NA,NA,NA,NA
2874_CyanoOrg,CyanoOrg,305.24802,9.144,1.02E-04,9.96E-05,5.90E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2878_CyanoOrg,CyanoOrg,305.26889,9.209,NA,1.01E-05,NA,4.93E-04,8.58E-04,4.35E-05,NA,NA,NA,NA,NA,NA
2882_CyanoOrg,CyanoOrg,306.07584,13.239,NA,NA,NA,NA,NA,NA,0.004845333,0.003144582,5.93E-04,0.001204279,4.72E-04,4.70E-04
2914_CyanoOrg,CyanoOrg,307.22672,12.011,4.43E-04,3.67E-04,2.99E-04,0.001176761,0.001162367,1.86E-04,0.30560051,0.153798221,0.064308414,0.041777746,0.023793896,0.017067522
2915_CyanoOrg,CyanoOrg,307.22681,12.872,NA,NA,NA,NA,NA,NA,0.002355451,0.001438194,0.001083844,4.61E-04,4.73E-04,2.84E-04
2918_CyanoOrg,CyanoOrg,307.26328,10.781,1.99E-04,1.80E-04,9.71E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2919_CyanoOrg,CyanoOrg,307.26331,10.856,0.001039377,9.48E-04,5.24E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
2920_CyanoOrg,CyanoOrg,307.26343,10.481,4.23E-04,4.07E-04,1.67E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
2921_CyanoOrg,CyanoOrg,307.29941,11.988,7.65E-06,1.16E-05,7.00E-06,1.54E-04,8.84E-05,2.23E-05,NA,NA,NA,NA,NA,NA
2930_CyanoOrg,CyanoOrg,308.13342,13.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04E-04,8.17E-04,3.95E-04
2940_CyanoOrg,CyanoOrg,308.29492,10.978,0.001510795,0.001802339,5.02E-04,0.004325219,0.002309494,8.87E-04,NA,NA,NA,NA,NA,NA
2965_CyanoOrg,CyanoOrg,309.24225,12.133,0.00469381,0.003891698,0.007016941,0.011841762,0.046542583,0.002205697,2.974839529,1.880797628,0.673339785,0.703764223,0.189500208,0.304651679
2966_CyanoOrg,CyanoOrg,309.24228,12.951,0.08054916,0.059165302,0.068442893,0.203017455,0.265894224,0.028716651,6.542612078,2.943215094,3.51134129,1.14350335,1.074802176,0.708404988
2967_CyanoOrg,CyanoOrg,309.24231,12.718,0.010048217,0.009347222,0.011258352,0.016804475,0.019229526,0.001474638,0.73219851,0.232995148,0.305816935,0.038913594,0.043637548,0.028391247
2968_CyanoOrg,CyanoOrg,309.24234,11.671,0.002528617,0.002215049,0.002157229,0.00148554,0.002046057,1.69E-04,0.195396549,0.071303181,0.094223199,0.018590721,0.013406,0.009153883
2969_CyanoOrg,CyanoOrg,309.24237,12.175,0.00563098,0.003816548,0.007016941,0.023901422,0.046542583,0.003074208,2.974839529,1.880797628,0.673339785,0.703764223,0.149342848,0.304651679
2970_CyanoOrg,CyanoOrg,309.24237,12.559,0.001016049,8.67E-04,9.22E-04,0.002504207,0.003240472,3.63E-04,0.124310275,0.047104771,0.034944731,0.031118645,0.020821916,0.013965373
2971_CyanoOrg,CyanoOrg,309.2424,11.058,2.65E-05,2.01E-05,NA,4.19E-04,2.12E-04,3.63E-05,0.038783961,0.02250593,0.008224059,0.040846655,0.015871824,0.012621985
2972_CyanoOrg,CyanoOrg,309.2424,11.406,NA,NA,NA,0.002656549,5.31E-04,1.96E-04,NA,NA,NA,0.050584208,0.023040112,0.023419108
2973_CyanoOrg,CyanoOrg,309.2424,13.333,0.001504791,0.001239242,0.001571834,0.002245571,0.003967313,2.80E-04,0.173992471,0.056980943,0.082152312,0.038840056,0.040061716,0.019535605
2974_CyanoOrg,CyanoOrg,309.24243,11.343,0.004347176,0.003022652,0.003410638,6.04E-04,6.30E-04,NA,0.354487255,0.164646927,0.162474543,0.006476294,0.004612208,NA
2975_CyanoOrg,CyanoOrg,309.24246,10.683,NA,9.43E-06,NA,1.62E-04,5.88E-05,9.14E-06,0.032707686,0.02259717,0.007930349,0.014363924,0.007249344,0.005268278
2976_CyanoOrg,CyanoOrg,309.24249,11.467,3.63E-04,3.36E-04,3.10E-04,0.002656549,0.001977072,1.31E-04,0.031729882,NA,NA,NA,NA,NA
2977_CyanoOrg,CyanoOrg,309.24252,13.089,NA,0.00266986,0.002833223,0.010815254,0.015590417,0.001048692,0.247665569,NA,NA,0.05987332,0.053845092,0.03312034
2983_CyanoOrg,CyanoOrg,309.65717,13.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.72E-04,0.00233604,9.87E-04
2984_CyanoOrg,CyanoOrg,309.84396,13.162,NA,NA,NA,NA,NA,NA,0.003687961,9.03E-04,0.002785672,5.22E-04,3.07E-04,2.49E-04
2993_CyanoOrg,CyanoOrg,310.31033,11.731,1.79E-05,1.82E-05,1.55E-05,2.27E-04,1.49E-04,5.01E-05,0.00708749,0.001925094,6.76E-04,0.00227469,0.001074776,8.00E-04
2996_CyanoOrg,CyanoOrg,310.64978,12.954,2.31E-05,2.61E-05,1.87E-05,8.50E-06,1.16E-04,6.46E-06,0.001976157,4.87E-04,0.001804516,3.65E-04,3.24E-04,2.39E-04
3004_CyanoOrg,CyanoOrg,311.12088,12.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64E-04,2.78E-04,3.48E-05
3018_CyanoOrg,CyanoOrg,311.23718,12.861,1.16E-04,1.44E-04,1.22E-04,8.35E-04,0.001119474,1.41E-04,0.017843531,0.002826661,0.006091665,0.004261794,0.005453061,0.002386672
3021_CyanoOrg,CyanoOrg,311.25769,12.381,0.0057635,0.004029179,0.004714102,0.017011139,0.035054113,0.002559381,0.257750941,0.13487186,0.152550323,0.235989766,0.190609104,0.138376259
3022_CyanoOrg,CyanoOrg,311.2579,13.526,0.001302854,0.001021612,0.001255032,0.00190153,0.002362353,1.35E-04,0.341235853,0.070743123,0.209896883,0.105441834,0.077289016,0.043594697
3023_CyanoOrg,CyanoOrg,311.25793,11.494,0.007683336,0.005783604,0.006154185,0.039458347,0.044926252,0.003994909,0.540441961,0.239239488,0.25204043,0.404268792,0.244655728,0.198849926
3024_CyanoOrg,CyanoOrg,311.25793,13.157,0.085685498,0.069365238,0.088018916,0.160782287,0.248390879,0.020991539,9.15503749,4.643384582,6.012205161,1.769704772,1.350437248,0.966772543
3025_CyanoOrg,CyanoOrg,311.25797,11.823,0.006121396,0.005323977,0.005041618,0.040636715,0.056717197,0.004722916,0.893011059,0.2564669,0.336222043,0.438317279,0.306728,0.225090296
3026_CyanoOrg,CyanoOrg,311.25809,12.775,0.001583065,0.001297119,0.001299314,0.004417626,0.006487712,5.34E-04,0.170140863,0.060472102,0.054625645,0.034989792,0.027141784,0.017905941
3027_CyanoOrg,CyanoOrg,311.25812,11.639,0.001718472,0.001520953,0.0015651,0.022679511,0.026275077,0.00224095,0.139266,0.048130108,0.060913602,0.156040254,0.106757288,0.079302438
3028_CyanoOrg,CyanoOrg,311.25815,10.029,4.10E-05,4.72E-05,5.20E-05,1.27E-04,1.40E-04,1.77E-05,0.032111098,0.013795202,0.005089758,0.001307761,0.001336844,6.72E-04
3029_CyanoOrg,CyanoOrg,311.2583,8.967,NA,NA,NA,NA,3.58E-05,NA,NA,NA,NA,8.37E-04,5.04E-04,3.23E-04
3031_CyanoOrg,CyanoOrg,311.30557,11.981,3.44E-05,2.80E-05,3.03E-05,0.001137467,8.08E-04,7.34E-05,NA,NA,NA,NA,NA,NA
3034_CyanoOrg,CyanoOrg,312.19595,11.29,7.41E-05,3.05E-05,2.66E-05,7.02E-04,2.72E-04,4.35E-05,NA,NA,NA,NA,NA,NA
3037_CyanoOrg,CyanoOrg,312.23242,9.308,5.78E-04,1.15E-04,3.77E-05,1.15E-04,6.98E-04,2.32E-04,NA,NA,NA,NA,NA,NA
3059_CyanoOrg,CyanoOrg,313.20096,12.001,4.74E-05,3.76E-05,2.90E-05,2.66E-05,NA,NA,0.004287802,0.00101796,0.001359702,NA,NA,NA
3065_CyanoOrg,CyanoOrg,313.27341,12.202,NA,NA,NA,NA,NA,NA,NA,0.437346584,NA,NA,NA,NA
3066_CyanoOrg,CyanoOrg,313.27347,13.423,NA,NA,7.55E-04,8.91E-04,0.001163912,NA,0.654795216,0.055759623,0.102074113,0.318844203,0.17767992,0.162782741
3067_CyanoOrg,CyanoOrg,313.27347,11.812,0.014626051,0.011891425,0.012164014,0.076621123,0.104434816,0.009053816,2.769473255,NA,NA,0.867413198,0.604118784,0.450458222
3068_CyanoOrg,CyanoOrg,313.27347,12.431,6.59E-04,4.50E-04,5.80E-04,0.002413323,0.004537539,3.10E-04,0.262824745,0.085569164,NA,0.060973645,0.050214812,0.03571629
3069_CyanoOrg,CyanoOrg,313.2735,12.643,NA,NA,NA,NA,NA,NA,0.159571412,0.055682507,0.079310296,0.323700264,0.187158512,0.155163222
3070_CyanoOrg,CyanoOrg,313.2735,12.564,6.31E-04,6.62E-04,3.45E-04,0.001511526,0.002361377,4.39E-04,0.400892235,0.165271698,0.093343683,0.081588056,0.037477596,0.030880728
3071_CyanoOrg,CyanoOrg,313.2735,11.722,0.02065677,0.01515939,0.017343762,0.019062436,0.027744734,0.00248586,5.784833255,3.200359461,3.675785806,0.582808609,0.293259072,0.276500148
3072_CyanoOrg,CyanoOrg,313.2735,12.07,0.010331898,0.007033406,0.009698844,0.021258006,0.038906261,0.002300511,5.019655529,0.697584798,2.479980645,0.951983594,0.681935296,0.555862469
3073_CyanoOrg,CyanoOrg,313.27353,13.526,9.51E-04,8.60E-04,0.001545375,0.001155932,0.001717215,5.92E-05,0.446374,0.109439299,0.21905172,0.108654091,0.097120424,0.050806154
3074_CyanoOrg,CyanoOrg,313.27365,11.061,9.08E-05,8.88E-05,4.67E-05,0.001981438,0.001092324,1.70E-04,0.198872392,0.124618598,0.035275591,0.220139492,0.08307068,0.06646887
3075_CyanoOrg,CyanoOrg,313.27365,13.333,0.002998902,0.00257343,0.002678662,0.002634142,0.004868499,3.71E-04,0.308465961,0.095777332,0.152861935,0.058123508,0.061997024,0.030912469
3076_CyanoOrg,CyanoOrg,313.27374,9.361,NA,4.31E-06,5.66E-06,2.76E-05,2.35E-05,7.11E-06,0.006350745,NA,NA,0.001632563,0.00103918,6.68E-04
3077_CyanoOrg,CyanoOrg,313.2738,9.878,NA,NA,NA,NA,NA,NA,0.00526898,0.002173774,NA,0.00104368,0.001011988,3.54E-04
3078_CyanoOrg,CyanoOrg,313.2738,11.178,NA,NA,NA,NA,NA,NA,0.105551216,0.054882992,0.018792043,0.015630376,NA,NA
3079_CyanoOrg,CyanoOrg,313.27383,9.27,NA,NA,NA,2.52E-05,2.81E-05,5.13E-06,0.001989843,NA,NA,9.76E-04,6.53E-04,3.92E-04
3097_CyanoOrg,CyanoOrg,314.30527,12.133,2.05E-04,3.41E-04,3.91E-04,8.98E-05,NA,3.07E-06,0.071076549,0.011500782,0.024622742,6.02E-04,8.42E-04,3.23E-04
3118_CyanoOrg,CyanoOrg,315.21686,12.31,5.34E-05,5.43E-05,3.22E-05,2.41E-05,NA,NA,0.00456634,9.78E-04,0.001222669,NA,NA,NA
3119_CyanoOrg,CyanoOrg,315.23203,12.783,NA,NA,NA,4.08E-04,0.001198811,8.05E-05,NA,NA,NA,0.004029982,0.00648056,0.002014734
3120_CyanoOrg,CyanoOrg,315.23215,10.298,3.39E-04,4.36E-04,2.23E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
3134_CyanoOrg,CyanoOrg,316.28503,10.499,7.19E-04,5.04E-04,5.17E-04,6.05E-04,8.32E-04,NA,0.048165961,0.021761078,0.008367124,0.001478939,0.003864376,0.001530571
3145_CyanoOrg,CyanoOrg,317.24771,10.55,2.49E-04,3.07E-04,1.38E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
3146_CyanoOrg,CyanoOrg,317.26868,10.11,NA,NA,NA,NA,NA,NA,0.004870784,0.004608464,0.001072204,NA,4.29E-04,NA
3158_CyanoOrg,CyanoOrg,318.26431,9.255,9.56E-05,1.76E-04,1.29E-04,9.23E-04,0.00229971,8.48E-05,0.003359216,9.20E-04,NA,0.001737457,0.002351392,7.98E-04
3165_CyanoOrg,CyanoOrg,319.12885,13.282,NA,NA,NA,NA,NA,NA,NA,6.52E-04,NA,0.001031706,NA,NA
3188_CyanoOrg,CyanoOrg,319.29968,12.244,3.38E-05,4.00E-05,2.45E-05,2.82E-04,2.33E-04,6.42E-05,NA,NA,NA,NA,NA,NA
3203_CyanoOrg,CyanoOrg,320.25632,10.839,4.04E-04,4.05E-04,2.44E-04,0.003252433,0.003123535,4.23E-04,NA,NA,NA,NA,NA,NA
3206_CyanoOrg,CyanoOrg,320.33115,12.922,4.40E-05,3.98E-05,1.79E-05,7.93E-06,1.32E-05,NA,0.016161991,0.002112648,0.00408331,3.59E-04,4.46E-04,1.34E-04
3218_CyanoOrg,CyanoOrg,321.14453,13.358,NA,NA,NA,4.13E-05,7.84E-05,8.97E-06,NA,NA,NA,NA,NA,NA
3229_CyanoOrg,CyanoOrg,321.27921,12.527,NA,NA,NA,3.10E-05,8.46E-05,5.59E-06,NA,NA,NA,NA,NA,NA
3233_CyanoOrg,CyanoOrg,322.04831,13.241,NA,NA,NA,NA,NA,NA,0.003299286,0.001681683,2.78E-04,0.001359662,4.50E-04,4.40E-04
3234_CyanoOrg,CyanoOrg,322.07761,14.587,4.96E-05,3.14E-05,4.50E-05,9.81E-05,1.83E-04,9.52E-06,NA,NA,NA,NA,NA,NA
3239_CyanoOrg,CyanoOrg,322.07788,15.269,NA,6.67E-06,1.20E-05,1.91E-05,3.54E-05,NA,NA,NA,NA,NA,NA,NA
3261_CyanoOrg,CyanoOrg,322.62543,11.915,1.42E-05,6.80E-06,NA,1.27E-04,5.81E-05,1.20E-05,NA,NA,NA,NA,NA,NA
3263_CyanoOrg,CyanoOrg,322.69141,6.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003141957,0.003318474,0.003341154
3275_CyanoOrg,CyanoOrg,323.22162,12.235,6.11E-05,5.94E-05,6.10E-05,3.02E-04,2.15E-04,3.48E-05,0.045633137,0.019157763,0.006281774,0.011471934,0.005445548,0.004747525
3276_CyanoOrg,CyanoOrg,323.22171,11.038,1.84E-05,1.67E-05,NA,7.77E-05,5.44E-05,2.13E-05,0.008134471,0.007910485,0.002236801,0.001729772,0.001646288,0.001177247
3277_CyanoOrg,CyanoOrg,323.22171,10.568,1.89E-05,1.45E-05,1.27E-05,0.000130015,7.26E-05,8.00E-06,0.012033333,0.003556253,0.002887554,0.001584365,8.31E-04,6.44E-04
3279_CyanoOrg,CyanoOrg,323.2218,11.408,NA,NA,NA,NA,NA,NA,0.013868196,0.005192911,0.003602366,0.00186868,0.00110024,0.001324151
3280_CyanoOrg,CyanoOrg,323.25769,13.115,2.85E-05,3.10E-05,3.68E-05,1.25E-04,1.57E-04,9.41E-06,0.003155961,8.47E-04,0.001752446,4.98E-04,5.94E-04,3.98E-04
3281_CyanoOrg,CyanoOrg,323.25821,12.719,2.40E-05,2.24E-05,3.17E-05,3.86E-05,3.97E-05,4.17E-06,NA,NA,NA,NA,NA,NA
3282_CyanoOrg,CyanoOrg,323.25821,10.64,4.13E-05,3.58E-05,1.75E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
3283_CyanoOrg,CyanoOrg,323.25848,9.239,3.14E-05,3.11E-05,2.03E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
3284_CyanoOrg,CyanoOrg,323.25861,9.141,9.51E-05,1.25E-04,7.41E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
3300_CyanoOrg,CyanoOrg,324.28992,11.296,1.18E-04,1.16E-04,9.34E-05,0.002227984,0.001136291,3.12E-04,NA,NA,NA,NA,NA,NA
3304_CyanoOrg,CyanoOrg,324.32614,11.381,NA,NA,NA,NA,NA,NA,0.005191686,0.004179218,0.002225833,0.00155633,0.002701208,8.81E-04
3314_CyanoOrg,CyanoOrg,325.11292,12.95,2.60E-04,1.85E-04,2.24E-04,6.36E-04,7.42E-04,6.90E-05,0.014362039,0.003697116,0.005863414,0.003397609,0.003087688,0.001854917
3315_CyanoOrg,CyanoOrg,325.11292,12.383,NA,NA,NA,9.46E-05,2.34E-04,1.29E-05,NA,NA,NA,0.001792157,0.001453976,0.001017383
3316_CyanoOrg,CyanoOrg,325.11295,12.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001757274,0.001083636,7.48E-04
3317_CyanoOrg,CyanoOrg,325.11298,13.158,2.12E-04,1.76E-04,2.26E-04,3.28E-04,5.37E-04,2.52E-05,0.019666314,0.007781078,0.011770188,0.004244883,0.00324338,0.00246638
3319_CyanoOrg,CyanoOrg,325.11307,12.181,NA,2.13E-05,2.33E-05,1.47E-04,2.82E-04,1.60E-05,5.40E-04,NA,NA,0.001229198,0.001095856,7.30E-04
3320_CyanoOrg,CyanoOrg,325.12204,11.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66E-04,4.69E-04,2.79E-04
3326_CyanoOrg,CyanoOrg,325.23715,12.274,NA,1.12E-05,1.07E-05,NA,NA,NA,0.062054039,0.031575876,0.010143548,0.00262499,5.90E-04,7.13E-04
3327_CyanoOrg,CyanoOrg,325.23715,12.384,4.97E-04,4.54E-04,3.79E-04,0.003114896,0.001676046,4.88E-04,0.345613961,0.186531213,0.067011371,0.140798102,0.041074536,0.052131093
3328_CyanoOrg,CyanoOrg,325.23721,11.494,3.64E-05,2.50E-05,2.21E-05,1.22E-04,NA,2.88E-05,NA,NA,NA,NA,NA,NA
3329_CyanoOrg,CyanoOrg,325.23721,12.802,NA,1.39E-05,8.28E-06,4.97E-05,8.06E-05,1.39E-05,0.011062902,0.003295553,NA,0.003976802,0.0016985,0.001205698
3330_CyanoOrg,CyanoOrg,325.23727,11.642,1.49E-05,NA,NA,2.47E-04,1.13E-04,4.36E-05,0.005612549,0.005015687,0.00127164,0.010168218,0.002638844,0.003548537
3331_CyanoOrg,CyanoOrg,325.2373,12.489,NA,NA,NA,1.18E-04,NA,2.70E-05,0.027798581,0.010212651,0.004380832,0.015088658,0.003487036,0.004688989
3332_CyanoOrg,CyanoOrg,325.23737,13.616,NA,NA,NA,NA,NA,NA,0.005200571,0.001597303,NA,0.002538582,4.93E-04,7.69E-04
3333_CyanoOrg,CyanoOrg,325.2374,10.879,NA,5.66E-06,NA,1.61E-04,5.74E-05,1.59E-05,0.012008392,0.006350701,0.003461935,0.008832756,0.00354242,0.003983864
3334_CyanoOrg,CyanoOrg,325.23743,11.248,NA,NA,NA,2.40E-04,1.17E-04,2.80E-05,0.011566902,0.007238437,NA,0.018626315,0.005200824,0.006780648
3335_CyanoOrg,CyanoOrg,325.23752,8.665,NA,NA,NA,NA,NA,NA,0.002950902,NA,NA,0.001529589,3.07E-04,3.92E-04
3339_CyanoOrg,CyanoOrg,325.2739,13.34,1.44E-04,1.21E-04,1.79E-04,4.79E-05,1.07E-04,6.29E-06,0.018747961,0.006038652,0.013480323,0.002581746,0.001999456,0.001215506
3342_CyanoOrg,CyanoOrg,325.31012,13.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002907008,0.002084124,0.001077682
3351_CyanoOrg,CyanoOrg,326.30554,11.593,0.00126309,0.001271587,5.58E-04,0.010305765,0.006980917,0.002663288,NA,NA,NA,NA,NA,NA
3389_CyanoOrg,CyanoOrg,327.23212,11.026,5.28E-04,6.22E-04,7.12E-04,0.005089911,0.004671351,6.34E-04,0.115596275,0.049129111,0.035453333,0.02040203,0.0168574,0.011728809
3392_CyanoOrg,CyanoOrg,327.25302,12.953,4.51E-04,3.65E-04,4.23E-04,0.001207681,0.001524898,1.46E-04,0.04222498,0.013842372,0.019064919,0.006156096,0.006072284,0.003582315
3393_CyanoOrg,CyanoOrg,327.25305,12.561,4.75E-04,4.32E-04,4.49E-04,1.25E-04,1.32E-04,3.50E-05,0.044942078,0.014018922,0.014927285,0.003630152,0.001383672,7.08E-04
3394_CyanoOrg,CyanoOrg,327.25305,11.346,3.75E-04,2.60E-04,2.96E-04,1.03E-04,1.01E-04,9.10E-06,0.038174431,0.015269057,0.015348038,0.002330091,0.001283336,0.001254769
3395_CyanoOrg,CyanoOrg,327.25308,9.677,3.16E-05,3.88E-05,4.17E-05,1.88E-04,2.01E-04,2.49E-05,0.012459961,0.004060566,0.002635215,0.002162005,0.00220136,0.001145123
3396_CyanoOrg,CyanoOrg,327.25308,12.721,1.39E-04,1.49E-04,1.50E-04,1.96E-04,2.03E-04,2.18E-05,0.010851529,0.002834609,0.003461102,7.10E-04,4.66E-04,3.02E-04
3398_CyanoOrg,CyanoOrg,327.25317,8.464,NA,NA,NA,NA,NA,NA,0.003882614,NA,NA,0.001175491,2.63E-04,2.63E-04
3406_CyanoOrg,CyanoOrg,328.19101,10.251,1.95E-04,2.29E-05,1.42E-05,3.95E-04,2.22E-04,4.44E-05,NA,NA,NA,NA,NA,NA
3409_CyanoOrg,CyanoOrg,328.22739,8.007,0.013164541,0.003713706,1.29E-04,1.87E-04,0.039739723,0.007166318,8.05E-04,NA,NA,2.91E-04,2.20E-04,NA
3424_CyanoOrg,CyanoOrg,329.17963,12.266,NA,NA,NA,NA,NA,NA,0.016852397,0.007649391,0.004909835,9.87E-04,1.14E-04,1.44E-04
3425_CyanoOrg,CyanoOrg,329.17999,11.129,2.30E-05,1.74E-05,1.76E-05,1.34E-04,9.18E-05,1.50E-05,0.011122118,0.004808194,0.002704005,0.001129036,5.49E-04,5.62E-04
3433_CyanoOrg,CyanoOrg,329.26852,11.823,5.12E-04,4.50E-04,4.51E-04,0.003765317,0.004836856,4.19E-04,0.077810471,0.022181024,0.027454866,0.039404751,0.02730656,0.02011913
3434_CyanoOrg,CyanoOrg,329.26862,12.921,5.17E-05,6.17E-05,5.06E-05,8.28E-05,8.29E-05,1.49E-05,0.005312415,0.001186202,0.002492376,NA,NA,NA
3435_CyanoOrg,CyanoOrg,329.26865,11.495,7.02E-04,5.27E-04,5.74E-04,0.003802755,0.004358797,3.64E-04,0.049348784,0.021094798,0.022852608,0.038558731,0.023202016,0.018848605
3436_CyanoOrg,CyanoOrg,329.26868,13.157,6.90E-04,4.37E-04,6.42E-04,0.001533229,0.001878652,1.69E-04,0.075589098,0.030241536,0.039053387,0.013339107,0.009772096,0.007134198
3437_CyanoOrg,CyanoOrg,329.26877,8.966,NA,NA,NA,1.04E-04,8.50E-05,1.77E-05,0.002308235,NA,NA,0.002365477,0.001633496,9.60E-04
3438_CyanoOrg,CyanoOrg,329.2688,10.029,1.79E-04,2.01E-04,1.50E-04,2.99E-04,5.12E-04,6.37E-05,0.104838507,0.03634513,0.019033081,0.006178665,0.006058375,0.002697355
3440_CyanoOrg,CyanoOrg,329.26886,11.64,1.59E-04,9.11E-05,1.42E-04,0.001870655,0.002001075,1.85E-04,0.008412902,0.003195121,0.003313844,0.010674056,0.007167924,0.005435772
3443_CyanoOrg,CyanoOrg,330.11829,13.34,NA,NA,NA,NA,NA,NA,7.11E-04,1.44E-04,NA,0.001118925,2.55E-04,3.12E-04
3455_CyanoOrg,CyanoOrg,330.30029,10.929,0.012319241,0.00763555,0.00848501,0.010047941,0.013540493,2.83E-04,0.610903098,0.259670809,0.139710349,0.042796223,0.081021968,0.041004488
3456_CyanoOrg,CyanoOrg,330.30032,10.758,3.18E-05,2.69E-05,2.90E-05,1.36E-04,1.57E-04,1.40E-05,NA,NA,NA,NA,NA,NA
3458_CyanoOrg,CyanoOrg,330.6116,11.913,1.52E-05,4.83E-06,NA,7.31E-05,4.91E-05,9.59E-06,NA,NA,NA,NA,NA,NA
3468_CyanoOrg,CyanoOrg,331.16559,12.251,NA,NA,NA,NA,NA,NA,0.020703569,0.015823019,0.00608707,8.74E-04,1.03E-04,1.77E-04
3475_CyanoOrg,CyanoOrg,331.284,11.725,0.001901914,0.001309406,0.001568665,0.001877926,0.002872513,2.42E-04,0.727583137,0.278920647,0.318523575,NA,0.031724432,0.05373016
3476_CyanoOrg,CyanoOrg,331.28415,11.694,0.001901914,0.001309406,0.001568665,0.001877926,0.002872513,NA,0.727583216,0.278920647,0.318523602,0.110616162,0.031724436,0.053730167
3477_CyanoOrg,CyanoOrg,331.28415,12.063,NA,NA,NA,NA,NA,NA,0.310511529,0.04638752,0.159944892,0.061073117,0.044371644,0.035654731
3479_CyanoOrg,CyanoOrg,331.28421,11.808,8.08E-04,6.52E-04,7.05E-04,0.004251975,0.005587347,5.11E-04,NA,NA,NA,NA,0.032176664,NA
3480_CyanoOrg,CyanoOrg,331.2843,11.061,NA,NA,NA,2.28E-04,2.48E-04,1.50E-05,0.026874758,0.010657205,0.004998864,0.031515649,0.010891288,0.00832437
3481_CyanoOrg,CyanoOrg,331.28439,9.272,NA,4.46E-06,NA,4.04E-05,4.64E-05,8.08E-06,0.002622549,NA,NA,0.001571883,0.001029308,6.43E-04
3482_CyanoOrg,CyanoOrg,331.28439,10.461,2.17E-05,2.65E-05,2.04E-05,5.94E-04,7.14E-04,9.96E-05,0.023033333,0.027386199,0.007935995,0.001730487,0.005865912,0.001741198
3483_CyanoOrg,CyanoOrg,331.28439,9.361,1.17E-05,8.82E-06,1.03E-05,3.64E-05,4.59E-05,1.21E-05,0.011800314,0.002703801,0.002770591,0.003258579,0.002219052,0.001397352
3484_CyanoOrg,CyanoOrg,331.28445,9.878,NA,NA,NA,1.30E-04,1.53E-04,NA,NA,NA,NA,0.001351751,0.002303532,6.38E-04
3485_CyanoOrg,CyanoOrg,331.29953,13.018,9.31E-06,1.56E-05,1.47E-05,3.76E-04,4.92E-04,4.15E-05,0.006503409,0.001277515,0.001734882,2.04E-04,5.87E-04,3.63E-04
3500_CyanoOrg,CyanoOrg,332.33102,12.43,NA,NA,4.25E-05,2.48E-04,1.32E-04,NA,NA,NA,NA,NA,NA,NA
3559_CyanoOrg,CyanoOrg,335.17981,11.246,1.50E-05,2.37E-05,1.70E-05,1.13E-04,8.13E-05,1.58E-05,0.024459882,0.007929623,0.003540753,0.002046959,9.00E-04,4.99E-04
3561_CyanoOrg,CyanoOrg,335.22159,12.72,9.72E-06,1.09E-05,1.36E-05,2.33E-05,NA,NA,NA,NA,NA,NA,NA,NA
3562_CyanoOrg,CyanoOrg,335.23703,11.448,5.39E-05,6.26E-05,7.88E-05,0.001122913,5.97E-04,1.06E-04,0.024038275,0.010855633,0.010078952,0.008011751,0.003919124,0.003049176
3567_CyanoOrg,CyanoOrg,335.29449,11.981,1.73E-04,1.88E-04,9.78E-05,0.002074099,0.001337854,3.29E-04,0.011676235,0.001693531,0.003910108,0.001910711,7.94E-04,5.43E-04
3568_CyanoOrg,CyanoOrg,335.29462,13.238,3.60E-06,NA,4.01E-06,2.51E-04,5.20E-04,3.39E-05,NA,NA,NA,5.22E-04,8.80E-04,4.67E-04
